ra_rad,dec_rad,magnitude,bv
2.2587008571,0.0995497695,4.140,0.003
3.1716176078,-1.1277223304,4.140,0.353
4.0706739137,0.5473201278,4.140,-0.127
4.1782642087,0.4691074995,4.140,1.231
5.6925899824,0.4475903064,4.140,0.425
5.8292669958,0.6588397422,4.140,1.447
1.8843636487,-0.0086003596,4.150,-0.005
4.5539240114,0.6483190659,4.150,-0.011
6.1976997431,0.7737730767,4.150,-0.071
1.5887743077,0.4060218963,4.160,0.835
1.9596195120,0.5547450551,4.160,0.320
4.5656515964,-0.4219387476,4.160,0.283
0.1439888523,1.0983668109,4.170,0.130
1.0011828205,-0.6318135533,4.170,0.927
5.8330383960,-0.1358440424,4.170,0.979
3.7214597971,-0.1793099225,4.180,1.323
3.7366820754,0.8043926744,4.180,0.087
4.3475038594,-0.6153215170,4.180,1.535
5.8251786806,0.9955984041,4.180,0.278
5.9369802177,-0.4720001563,4.180,-0.105
3.6191384693,-0.6012794678,4.190,1.520
4.9116274556,0.3586007183,4.190,0.483
1.4433183287,0.1038146104,4.200,-0.143
2.0806899729,-0.3993334031,4.200,0.718
2.7396591834,0.6406617028,4.200,0.908
4.3375928969,0.7406660888,4.200,-0.013
5.9633229847,0.2124569721,4.200,0.502
6.0037070588,-0.5679236498,4.200,0.952
0.9122351602,1.0461561135,4.210,0.419
1.1578921700,0.3891014985,4.210,0.136
4.3893701919,1.4318203301,4.210,0.897
5.3650587410,1.0994545374,4.210,0.199
5.6131635375,-1.1408553782,4.210,0.494
0.7443122630,0.6687864955,4.220,0.343
0.9898122695,-0.4057842093,4.220,0.434
2.0651724691,-0.8395545751,4.220,-0.130
4.2175551930,-0.6423211046,4.220,-0.184
4.3067042813,-0.3221223466,4.220,0.217
4.8029597613,1.2450797393,4.220,-0.093
4.9182267669,-0.0828659171,4.220,1.087
4.9402297626,-1.0853782590,4.220,-0.150
4.9502107925,0.6440022873,4.220,1.575
5.4352283152,0.5361601748,4.220,1.051
5.5737782472,0.6875668969,4.220,0.098
6.0838802947,-0.1055750152,4.220,1.545
0.0874781017,-1.1322786980,4.230,0.576
2.0215800633,0.5041123407,4.230,1.118
3.4552032157,0.4865660842,4.230,0.572
3.6027447948,-0.5767217337,4.230,0.390
3.6723758756,0.0269571657,4.230,0.121
4.2270553899,0.7842620572,4.230,-0.045
4.3767952230,-1.3529344618,4.230,1.060
5.0021933399,-0.6468790049,4.230,0.523
5.6876249993,1.0259053368,4.230,2.242
5.7019621501,0.8606143531,4.230,-0.120
0.2999207391,1.5054702291,4.240,1.213
0.6413442572,-0.8325890748,4.240,-0.136
0.7161194994,-0.2418798803,4.240,-0.122
3.2216539340,-1.3842597199,4.240,-0.123
3.2888316235,0.7218241914,4.240,0.588
4.3257210797,-0.6057054503,4.240,-0.168
4.6312947519,-0.2247164965,4.240,0.086
6.0907258018,-0.1586109300,4.240,1.107
0.3305751868,-1.2021117063,4.250,0.480
1.0759262283,0.8787953001,4.250,-0.011
1.2027689073,0.1773392333,4.250,0.184
1.2072900901,0.7202067639,4.250,1.171
1.3489055600,-0.1527875353,4.250,-0.187
2.1940326842,0.7537750756,4.250,1.550
3.3747531172,-0.7012535981,4.250,0.224
3.7852938995,1.3211443051,4.250,1.431
5.6960948983,1.0667593031,4.250,0.474
0.3032600026,0.8245248217,4.260,0.012
0.4598673493,0.1598326410,4.260,0.942
0.8723007990,-0.7517095358,4.260,0.711
0.9328256951,-0.3775650293,4.260,-0.106
1.1171234453,-0.8986115267,4.260,0.312
1.2830359568,1.1578981651,4.260,-0.008
2.3495928614,0.2069559225,4.260,0.141
4.6100571175,-0.6743133360,4.260,1.075
4.7189635803,0.3769175065,4.260,0.406
5.7761152996,1.1279708858,4.260,0.379
0.2746427451,0.1377088419,4.270,0.952
0.7196966753,0.1765251464,4.270,0.311
1.1149786530,0.1552009073,4.270,-0.054
1.2136918525,0.2183553149,4.270,0.122
1.2315262675,0.4006739446,4.270,-0.112
3.4335460689,-0.8710283093,4.270,-0.182
4.0078599216,-0.8355811213,4.270,-0.086
5.0754985208,-0.7819036373,4.270,0.350
5.4395733431,0.2814220580,4.270,1.042
6.1434204650,0.1113344149,4.270,1.062
1.1619862625,0.3981721288,4.280,0.263
2.5180259336,1.4194131344,4.280,1.488
2.7364660215,-0.5422350315,4.280,1.429
4.5699462840,-0.5212780691,4.280,0.402
5.2944443983,0.9872930006,4.280,0.114
5.5948561968,-0.2938181929,4.280,0.888
5.8031648805,0.5790692450,4.280,0.471
6.0514012289,-0.7595735430,4.280,0.423
0.9462872070,0.0070103170,4.290,0.575
1.3944107694,-0.2299783431,4.290,-0.235
2.7895016725,-0.9704601102,4.290,1.025
3.1106514097,-0.5918084112,4.290,-0.100
4.1192297864,1.3577700399,4.290,0.038
4.3246618213,-0.2899468807,4.290,0.924
5.7876738849,-0.2420715648,4.290,-0.075
5.8970547890,-0.5645454803,4.290,0.011
6.1877881689,0.7551703367,4.290,-0.083
0.2557168389,-0.5123841447,4.300,-0.154
0.6464657508,0.1476557886,4.300,-0.053
0.9826562479,0.4270345520,4.300,-0.110
0.9974460048,-0.6565955645,4.300,-0.038
1.1584172415,0.3129010606,4.300,0.049
1.5705127063,0.8017472835,4.300,1.701
2.2829979361,0.0593178463,4.300,-0.192
2.8606529818,0.4319640723,4.300,0.016
3.0410130031,-0.0143771266,4.300,0.983
3.0965833404,-1.1133189686,4.300,-0.149
3.2815271257,-0.2826736558,4.300,0.388
3.7538794079,-0.9841300331,4.300,0.082
5.3129908804,-0.2183094862,4.300,0.928
2.2716210056,-1.0430262603,4.310,-0.117
3.7826873425,-1.4602800597,4.310,1.300
4.0338522352,0.6523546237,4.310,0.309
4.2211024690,-0.3642286457,4.310,0.831
5.4032690223,-0.0192879966,4.310,0.949
0.9446138282,0.8411201310,4.320,-0.058
1.2236583637,-0.3433323177,4.320,1.599
1.4495505576,0.3245306097,4.320,2.060
1.6378966123,0.5148385501,4.320,1.021
2.2967469503,-0.2364523209,4.320,0.900
2.4946012079,0.4008667079,4.320,1.541
3.1547997125,-1.1050190882,4.320,0.280
3.4469735823,0.3059462936,4.320,0.455
3.6295288469,-0.5758554946,4.320,-0.146
3.8905068014,-0.7605334849,4.320,-0.154
4.5414674605,-0.2242202736,4.320,0.037
1.9554810618,0.1557798835,4.330,1.425
3.3733527671,-0.8542219870,4.330,1.344
3.7794239108,-0.7920177834,4.330,0.434
4.5175673935,-0.4643069619,4.330,0.855
4.7498263592,-1.1112258803,4.330,0.228
4.7990526993,0.6294450938,4.330,1.162
2.9591494159,0.5502810640,4.330,0.590
0.1609228361,0.5885135670,4.340,-0.123
0.1682326802,0.5115865716,4.340,0.871
0.3102368445,0.9625473466,4.340,0.170
1.5043576381,-1.1473013614,4.340,0.217
1.7097948296,-0.4087285614,4.340,-0.245
2.1844840938,-1.3523592461,4.340,1.161
2.4268865920,-1.0042881686,4.340,1.602
2.5168797395,-0.8614077010,4.340,0.173
3.6727177350,-0.7959298413,4.340,0.598
4.0930324326,-0.7429403746,4.340,1.412
4.5662816690,0.0722629068,4.340,1.480
4.9077460702,0.6563330681,4.340,0.192
4.9175576044,0.3173273675,4.340,0.148
5.6920055651,0.3028149280,4.340,1.161
5.8884370835,0.8326422470,4.340,1.679
0.8361406877,0.3442954701,4.350,1.033
1.2680341871,0.1553373718,4.350,0.010
1.7234095785,-0.9245987634,4.350,-0.021
1.8207131001,1.0196695097,4.350,0.850
2.1289979485,-1.1975936558,4.350,-0.113
2.3057232462,0.1018890483,4.350,-0.044
3.2591317686,0.4933770533,4.350,1.128
4.0047917565,-0.5261936116,4.350,1.100
4.5911542831,1.5112188195,4.350,0.021
4.8137359435,-1.0732710389,4.350,1.462
5.0456083342,0.6655591572,4.350,1.258
5.6939044276,-0.5764086246,4.350,-0.053
0.1376343999,-1.0988281874,4.360,-0.064
0.1891675831,-1.0029195925,4.360,0.024
0.5803216593,0.1544043441,4.360,0.878
0.9188055382,0.8376745441,4.360,1.367
1.0676841773,0.3854023075,4.360,1.064
1.2779933350,-0.0951674812,4.360,0.257
1.3667293646,-0.2258681460,4.360,-0.094
1.5600487556,-0.6158094003,4.360,-0.165
1.8157405496,-0.2976526750,4.360,-0.063
2.1318940707,-0.0520768880,4.360,0.970
3.6915729311,-0.7187201776,4.360,-0.198
5.1344152332,-0.0224554212,4.360,-0.079
0.0085534787,-0.1049653588,4.370,1.631
1.6430191815,-0.6133177508,4.370,0.978
1.9142252548,-0.4355360123,4.370,-0.132
2.8804666117,-0.7369802621,4.370,0.116
4.7506037610,0.3632825500,4.370,-0.164
5.2348371274,-0.6156876769,4.370,-0.150
3.4468064879,-0.0966739544,4.380,-0.008
5.2747720823,1.3563201332,4.380,-0.046
6.1350350704,-0.3602711123,4.380,1.460
6.1652479000,-0.6600532858,4.380,-0.095
0.4958746411,-0.8081340178,4.390,1.597
1.0014760289,1.1436439630,4.390,1.870
1.4609305464,0.1656244014,4.390,-0.157
1.5462881741,0.3538860047,4.390,0.594
1.6745041872,0.0801606150,4.390,0.215
2.1042807115,0.0407459450,4.390,1.252
2.6524838726,0.1744894286,4.390,1.448
3.9396471654,0.0365001179,4.390,1.026
4.4244439729,0.1774189848,4.390,-0.088
4.5422457788,-0.3684901883,4.390,0.394
5.1491424431,0.3144016985,4.390,0.777
5.1532983393,0.3050144579,4.390,1.041
5.5844679268,-0.9328684913,4.390,0.191
0.2496113333,0.4087150601,4.400,0.940
2.0424111175,-0.4526889893,4.400,-0.070
2.1337840991,-0.3358888616,4.400,-0.160
4.9608828508,-1.1734458477,4.400,0.530
5.7505003441,-0.9598015057,4.400,0.297
1.7883308737,-0.9358882957,4.410,0.899
1.8812012049,0.5278776758,4.410,1.261
3.7657109773,-0.6896113342,4.410,-0.185
4.5847115021,0.4557167288,4.410,1.434
4.7058548576,0.5269022770,4.410,0.380
5.5759687874,0.6090657646,4.410,-0.103
6.0558446335,1.3157600210,4.410,0.802
6.0995050347,-0.1602650909,4.410,-0.144
6.1035209786,-0.5677909770,4.410,1.109
1.6038357510,0.2577584555,4.420,-0.164
1.7361242320,-0.3183040323,4.420,1.137
1.8916673532,-0.7791104185,4.420,1.331
1.8947885239,-0.4599380070,4.420,-0.170
2.1556934822,-0.7042035289,4.420,1.170
2.8899580278,0.3522046836,4.420,0.053
3.8846177245,-0.4880005298,4.420,1.366
4.1296391256,0.1283353363,4.420,0.604
4.7200392266,0.0227778776,4.420,0.046
5.8623884898,0.9115688260,4.420,1.015
6.1321251664,0.4084786211,4.420,0.617
0.9867316952,-0.2112125785,4.430,1.604
1.1138350819,-0.1335677886,4.430,0.820
1.2971582467,0.9381511444,4.430,-0.017
5.0342195306,0.6832260331,4.430,-0.150
5.2475853234,-0.4836280263,4.430,1.640
5.3400978619,0.5618244865,4.430,1.331
5.4256129921,0.2631010673,4.430,0.302
5.4442808680,-0.0877499330,4.430,1.639
0.0638802753,-0.3304408408,4.440,1.640
0.2124170299,0.1323846046,4.440,1.500
1.1191236962,-1.0350178787,4.440,1.078
1.2241841700,-0.7306603175,4.440,0.342
1.6564184481,1.0299356243,4.440,0.032
1.9811801260,-0.3891397770,4.440,0.521
2.1439548170,-0.6914740625,4.440,1.590
2.1753586148,-0.6398252806,4.440,0.222
3.8075132955,-0.8806435270,4.440,-0.177
5.0994402598,0.4304837974,4.440,1.502
0.4425787198,0.0957769181,4.450,1.347
0.7377950459,-0.5655896107,4.450,0.981
1.3626586784,-0.2071569464,4.450,-0.099
1.6228940996,0.2479897328,4.450,-0.180
2.2635056987,0.0583190450,4.450,1.216
2.3565883777,-0.7200112382,4.450,0.646
2.7732776784,-1.0045702548,4.450,1.604
2.8177696394,-1.4056914554,4.450,-0.188
2.9524935681,-0.0637324610,4.450,0.210
4.3290127413,-0.3746591791,4.450,0.130
5.0420544487,1.2802944384,4.450,1.257
5.1229305435,0.1287868242,4.450,1.176
0.6504239886,1.1763950921,4.460,0.153
1.0222903928,-0.0515697638,4.460,0.672
1.3669914194,0.0499385026,4.460,1.166
2.3949048169,0.9006710212,4.460,0.288
2.9306615397,-0.3983861872,4.460,0.025
3.1768800367,-0.8842061088,4.460,-0.163
4.3074027600,-0.8299875901,4.460,-0.070
5.9887728685,-0.5737857876,4.460,-0.037
0.7203973354,-0.3241523670,4.470,0.481
0.8741453527,0.5069912414,4.470,1.555
1.3026629866,0.0299152186,4.470,1.369
1.6937118194,-0.5686295007,4.470,-0.169
1.7143661840,0.1279843850,4.470,0.023
2.0867185257,-0.8594858499,4.470,-0.180
2.3786529010,-1.2671562522,4.470,0.607
2.4637693964,0.4569677602,4.470,1.222
2.5081440837,0.9084696507,4.470,0.027
3.1029561039,-0.7884257927,4.470,1.283
3.8165114958,0.5191504531,4.470,0.364
3.9147007649,-0.0758600726,4.470,0.318
5.5609691303,0.1746547671,4.470,0.529
5.7862674831,-0.6901617109,4.470,1.349
0.1951505337,0.8427211298,4.480,-0.069
1.0511104374,-1.0848841694,4.480,1.500
1.1621521030,0.2725901514,4.480,0.262
1.7796285508,0.0421001177,4.480,1.099
2.6526299538,-0.0064862838,4.480,-0.032
4.0289945245,-1.0353430513,4.480,0.169
4.2939597208,-0.3497173263,4.480,0.996
6.0383020805,0.0666723683,4.480,-0.115
6.0505359790,-0.4143955395,4.480,0.892
0.5321449237,1.2375609615,4.490,0.164
1.1934098011,-0.5195232889,4.490,0.972
1.7627311049,0.2308724546,4.490,1.167
1.8874035467,-0.8161038258,4.490,0.324
2.0622990584,-0.6782840295,4.490,-0.188
2.6504100842,0.6151359411,4.490,0.190
3.8428925999,0.2865538153,4.490,-0.002
5.1331978673,0.8765235939,4.490,0.395
5.5288881466,-0.4364344728,4.490,1.604
5.6903955885,0.5016535681,4.490,0.512
6.2048495553,0.0310675722,4.490,0.200
6.2077974191,-0.2538564759,4.490,-0.032
6.2828172119,-1.1445368663,4.490,-0.075
1.4799771232,0.0719331660,4.500,-0.098
1.5264085560,-0.9802931986,4.500,1.075
2.2982025552,-0.9908195085,4.500,-0.169
2.7092458261,-0.9781387178,4.500,-0.102
3.0891703400,0.3528869226,4.500,0.547
3.6096140638,0.3046804874,4.500,0.508
5.3047927990,0.4854501098,4.500,1.258
5.5396493429,-0.1984734846,4.500,0.926
5.6231158962,-0.3806070890,4.500,0.889
5.7961657088,-0.5757573891,4.500,0.054
5.8201438802,0.6931562386,4.500,1.385
5.9363620002,0.7727673012,4.500,1.318
0.0799700056,0.6420232749,4.510,0.054
0.3126779195,0.5251632565,4.510,1.092
1.5235592004,0.6838386941,4.510,0.949
2.4838015455,-0.6274691729,4.510,1.408
2.5278927479,-1.0703765700,4.510,-0.070
4.1082910607,0.3433132541,4.510,0.062
5.2482819070,1.1846171807,4.510,1.313
5.4281395821,-0.9061918915,4.510,0.278
5.6595813848,-0.3397459926,4.510,-0.180
5.8788443735,-1.1338767869,4.510,-0.029
6.2586804874,1.0035535346,4.510,1.190
0.7326403522,0.5104585081,4.520,1.112
3.5021456030,-1.0644482614,4.520,-0.141
3.5081452675,-1.1263598881,4.520,0.822
3.7485739367,-0.2333696302,4.520,0.128
3.9463897277,0.4703251963,4.520,1.240
4.7613866734,-0.8020558916,4.520,1.009
5.0689905039,-0.2784675880,4.520,0.079
5.4338760816,1.0049557903,4.520,0.535
5.6284609457,0.4125755493,4.520,1.618
5.8926140940,0.7526448917,4.520,-0.086
0.1376924059,-1.0989563555,4.530,0.147
0.2173547931,0.7169622463,4.530,-0.136
1.5710398984,-0.0536558454,4.530,1.202
1.9956466980,-0.6103159868,4.530,-0.081
3.7240225242,0.9039054066,4.530,0.233
4.5667908182,-0.0887778435,4.530,0.385
4.6581110484,-0.4857388916,4.530,0.600
5.4428482183,0.6368831511,4.530,-0.083
6.0761438186,0.8623009852,4.530,0.302
1.3883050997,0.5824445200,4.540,1.252
1.7237589851,-0.4008112492,4.540,-0.035
2.4957428755,-0.0206762832,4.540,0.109
2.5055205633,0.6352572210,4.540,0.914
2.5066513633,1.2187693975,4.540,0.781
3.8894206604,0.3333659152,4.540,0.720
3.9803172672,-0.3454305128,4.540,-0.071
4.0280273943,-0.6433019823,4.540,-0.155
5.2226672852,-0.4742041912,4.540,1.462
6.0519480635,0.1642266087,4.540,1.559
6.1485982372,0.2227136742,4.540,0.939
0.0163180280,-0.3025700638,4.550,-0.047
0.9159156907,1.0276280396,4.550,0.489
1.3282235823,-0.6192947998,4.550,1.177
1.8328786484,1.3435092132,4.550,1.365
1.9626069465,0.2095540760,4.550,1.276
2.5835496324,0.9436006056,4.550,0.038
4.0835797938,-0.7846719142,4.550,-0.175
4.2788332566,-0.4218342110,4.550,0.758
4.7476575288,-0.4966699681,4.550,0.938
5.6806936985,1.2446190124,4.550,1.108
5.8513283704,0.8122163594,4.550,-0.100
5.8665601338,0.8635259500,4.550,0.092
0.7483707341,0.6119079136,4.560,1.554
1.0417247183,-1.0716353974,4.560,1.590
1.5416817430,0.4819248856,4.560,-0.008
2.3846849135,0.6711177617,4.560,1.037
2.9461325086,0.4030925558,4.560,1.657
3.7792361209,-0.7892627407,4.560,-0.147
4.6061854450,-0.8116773036,4.560,-0.020
5.4634393007,0.4729315094,4.560,0.835
5.5265917542,0.8316215240,4.560,1.569
0.9472541595,-0.7029234197,4.570,1.023
4.2996878760,0.2449267584,4.570,0.002
4.3004271210,-0.4092304642,4.570,0.227
4.6335817274,1.2592348680,4.570,0.434
4.9512725425,0.3952311357,4.570,0.782
5.0106192743,-0.7068007996,4.570,1.070
5.2074584604,0.4202685435,4.570,-0.047
1.4633977900,-0.0844452743,4.580,-0.183
2.5816818715,-0.8124092343,4.580,1.172
2.8079656033,-1.0570869246,4.580,1.700
3.4570327403,-1.0458113907,4.580,-0.073
3.6278078115,1.1296341930,4.580,1.572
4.2424740326,-0.4874071379,4.580,-0.172
4.6157204917,-0.1416992805,4.580,0.132
6.1114333350,0.4143470453,4.580,0.180
0.1803186272,-0.8043351029,4.590,0.953
0.9722988587,-0.6512437507,4.590,1.191
1.0051268570,1.2449828973,4.590,0.064
1.4260960474,0.0540297119,4.590,-0.199
2.2698635163,1.1227342826,4.590,1.179
2.4833779106,-0.0483275366,4.590,0.411
2.7035700266,-0.9604425510,4.590,1.600
2.9347723427,-1.0527411522,4.590,0.541
4.1433862907,0.4549793114,4.590,0.794
4.1609172883,-0.4420420155,4.590,-0.073
4.9060317433,0.6913724157,4.590,0.180
5.1343535263,-0.4343011507,4.590,-0.075
6.2348642764,-0.4909657895,4.590,0.001
1.1267992994,0.8778221122,4.600,0.043
2.6403537671,-0.2280207378,4.600,-0.087
2.8654699289,-0.6481762834,4.600,1.006
3.8625926488,0.2960825357,4.600,0.972
4.0375447345,-0.6760292083,4.600,0.000
4.1568252556,0.7409187610,4.600,0.563
5.0643695367,1.1469349381,4.600,0.033
0.0232813053,-0.0996167299,4.610,1.029
0.0745769335,0.6751219007,4.610,0.059
0.4954808180,0.0556330069,4.610,0.928
0.8346590741,0.6913525328,4.610,1.115
1.9491585913,0.8589031716,4.610,-0.001
2.0938170227,-0.3211271017,4.610,0.087
4.0761217788,-0.1756591617,4.610,1.000
5.3839179941,0.6152434270,4.610,1.593
0.2472518135,1.0329042740,4.620,0.957
1.0468690460,-0.4191620294,4.620,-0.121
1.3225046415,0.3768159281,4.620,0.155
1.4483222051,-0.1274358614,4.620,-0.261
2.3913103760,-0.4513165872,4.620,1.594
2.9016847077,0.1280374812,4.620,0.332
2.9083332366,-1.0895063080,4.620,0.988
3.0314681555,-0.9470870561,4.620,-0.077
3.3439584984,-0.9859158142,4.620,-0.150
3.3800628443,-1.0323046767,4.620,-0.153
4.3101042318,-0.1461142725,4.620,0.185
4.7144986671,-0.0644073458,4.620,0.390
4.8585733188,-0.7384926101,4.620,0.994
4.9576937149,0.0733665745,4.620,0.161
0.7819603168,0.3724607461,4.630,0.048
2.0225739042,-0.4958634813,4.630,1.632
2.0641163600,-0.8659109665,4.630,-0.228
2.2849540345,-0.1262524115,4.630,0.840
2.4249224635,-0.6529825470,4.630,0.473
3.3155828449,-0.6979100860,4.630,-0.082
3.5811451921,0.9543745497,4.630,1.630
3.9164514571,1.1507385128,4.630,1.590
4.1494290724,-0.4494448907,4.630,-0.072
4.2042183297,-1.0083650893,4.630,0.252
4.8492828543,-1.0869614200,4.630,-0.116
4.9357948872,1.0365222568,4.630,1.185
6.2734062593,0.4388002249,4.630,1.584
1.0197595921,-0.4295644486,4.640,-0.136
1.2867241722,0.1771654584,4.640,0.085
1.5878994469,0.3514822898,4.640,0.236
3.6069682912,-0.8976711039,4.640,0.955
4.0988093764,0.6394155388,4.640,-0.103
4.1067173515,-0.7794850739,4.640,0.413
4.4062311559,-0.1881988500,4.640,0.478
4.5276939379,0.6508594258,4.640,0.043
4.7442674153,0.1524347368,4.640,0.951
5.0898956305,0.0059091624,4.640,0.576
5.3900519233,0.2561133358,4.640,0.120
5.9226610604,0.8996321052,4.640,0.254
6.0396339816,0.8735737771,4.640,1.058
0.7131933459,0.4835809321,4.650,-0.122
1.1948899017,0.2590840816,4.650,0.255
1.3289336206,0.2688523544,4.650,-0.064
1.5450505462,-1.1011217164,4.650,1.022
1.9124731981,-0.6411285845,4.650,-0.099
1.9665935990,-0.5403937474,4.650,0.904
1.9869772240,-0.4951380997,4.650,-0.111
2.7375834214,-1.0059869172,4.650,0.474
3.1454025664,0.1154417037,4.650,0.122
4.2028171339,-0.8592202742,4.650,0.902
2.4901739361,-0.7062583331,4.650,0.650
0.3117753223,0.3671238995,4.660,1.024
0.4781550725,-0.1865130455,4.660,0.333
1.7495951730,0.1727134905,4.660,-0.233
1.8135010023,-0.3514481688,4.660,0.374
1.9049537266,-0.4866183678,4.660,1.589
2.2832652285,0.3746960220,4.660,0.010
2.3808021380,-1.2311290145,4.660,-0.149
2.8535211186,0.7538069347,4.660,-0.039
3.3128361638,-0.1395489221,4.660,1.240
3.3274330697,-0.8519494639,4.660,1.075
4.1005040387,-0.6006014102,4.660,0.964
4.7342946650,-0.5162699176,4.660,0.774
4.7911608150,-0.4719831271,4.660,1.629
4.8156240412,-0.1559344048,4.660,0.932
5.2407906000,0.4843912285,4.660,0.184
0.3217911562,0.4290667361,4.670,1.047
0.9135375611,0.8640941551,4.670,-0.096
1.1121613093,0.7065733596,4.670,1.007
1.2185670565,0.2778211035,4.670,0.147
1.5976543354,-0.2606693617,4.670,0.046
2.1476803891,0.3080117029,4.670,0.531
2.4038266305,1.1085220090,4.670,0.381
4.7126374116,0.2923586889,4.670,1.254
4.8397873702,-0.2542214016,4.670,0.076
4.9058546085,0.6923742640,4.670,0.170
5.1153371761,1.2158168706,4.670,0.786
5.5034202193,-0.5630042471,4.670,0.890
0.4098542743,1.0337941247,4.680,0.991
0.5014955720,-1.1806681710,4.680,0.931
0.5431928128,-0.5113259487,4.680,-0.156
0.7799924089,0.6922452017,4.680,0.065
2.3401424287,-0.9201982347,4.680,-0.115
2.5239852464,0.0811454679,4.680,1.310
2.6189252098,0.1403981781,4.680,1.589
2.7869426682,0.5580906266,4.680,0.823
3.5428646027,-0.1091845881,4.680,1.606
3.5537302342,0.8554901069,4.680,0.132
4.2775714096,-1.3734998562,4.680,1.680
5.1460018767,0.5262747341,4.680,0.971
5.6625104893,-0.1370816758,4.680,0.175
5.9497717240,-0.3286520466,4.680,1.358
1.1632890229,0.2568039396,4.690,0.979
1.3925095851,0.6998604748,4.690,0.630
1.9997143353,-0.4426993492,4.690,-0.100
2.0435033753,-0.8216612600,4.690,1.039
2.0997281595,-0.0243055986,4.690,1.475
2.7870729468,-1.0329381595,4.690,1.562
3.3407043078,-1.0643247834,4.690,1.049
5.6814585137,0.8934274445,4.690,-0.119
5.7741127237,-0.9911022626,4.690,1.056
6.1744334813,-0.7437733657,4.690,0.078
1.3982209323,-0.3707038024,4.700,-0.048
3.0398482366,-0.1710814804,4.700,-0.073
3.0552566448,-0.6064087091,4.700,-0.070
4.4243897936,-0.7393568121,4.700,0.444
4.8968431299,-0.1579967793,4.700,0.358
5.2178322522,-0.4590129769,4.700,0.748
5.5429111466,0.1768294203,4.700,0.262
5.9969834264,1.4721184914,4.700,1.418
6.1665844778,-0.3650269565,4.700,0.020
0.7841547361,0.1554628431,4.710,-0.109
0.9135642244,-1.0984670762,4.710,0.410
1.2764147059,0.2487206199,4.710,1.773
1.3330440660,-1.0030879109,4.710,0.526
1.4387317441,-0.0190631653,4.710,1.592
1.4517992762,0.5618567703,4.710,0.281
2.4499762371,-0.4531823973,4.710,1.633
2.4574425845,-0.5032460190,4.710,0.892
3.0751083157,-0.3202796869,4.710,0.958
3.4307873802,-0.8458439627,4.710,-0.148
3.6549313041,-1.1115425297,4.710,1.075
5.2108899808,0.1476802090,4.710,1.023
5.5760563457,-0.5615167384,4.710,0.070
6.0646481038,-0.3919592605,4.710,0.674
0.3749511146,1.1890930367,4.720,1.047
1.4039536041,-0.0066752762,4.720,-0.168
1.5317032619,0.6511050762,4.720,1.621
1.6157320596,-0.9593838340,4.720,-0.229
